instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,date
238,2011-01-11,springer,2011,Jan,6,No,Tue,Yes,Moderate,7.0,9.0,55.0,9.0,0,27,27,11
239,2011-01-11,springer,2011,Jan,7,No,Tue,Yes,Moderate,7.0,11.0,55.0,0.0,2,97,99,11
240,2011-01-11,springer,2011,Jan,8,No,Tue,Yes,Moderate,7.0,11.0,51.0,6.0,3,214,217,11
241,2011-01-11,springer,2011,Jan,9,No,Tue,Yes,Moderate,7.0,10.0,51.0,11.0,3,127,130,11
242,2011-01-11,springer,2011,Jan,10,No,Tue,Yes,Moderate,8.0,11.0,51.0,11.0,3,51,54,11
243,2011-01-11,springer,2011,Jan,11,No,Tue,Yes,Moderate,8.0,11.0,47.0,9.0,4,31,35,11
244,2011-01-11,springer,2011,Jan,12,No,Tue,Yes,Moderate,8.0,11.0,51.0,7.0,2,55,57,11
245,2011-01-11,springer,2011,Jan,13,No,Tue,Yes,Moderate,8.0,11.0,59.0,6.0,6,46,52,11
246,2011-01-11,springer,2011,Jan,14,No,Tue,Yes,Moderate,8.0,11.0,59.0,6.0,3,60,63,11
247,2011-01-11,springer,2011,Jan,15,No,Tue,Yes,Moderate,7.0,10.0,80.0,6.0,2,45,47,11
248,2011-01-11,springer,2011,Jan,16,No,Tue,Yes,Moderate,7.0,8.0,86.0,15.0,4,72,76,11
249,2011-01-11,springer,2011,Jan,17,No,Tue,Yes,Moderate,7.0,8.0,86.0,15.0,6,130,136,11
250,2011-01-11,springer,2011,Jan,18,No,Tue,Yes,Caution,7.0,9.0,93.0,7.0,1,94,95,11
251,2011-01-11,springer,2011,Jan,19,No,Tue,Yes,Caution,7.0,11.0,93.0,0.0,0,51,51,11
252,2011-01-11,springer,2011,Jan,20,No,Tue,Yes,Caution,7.0,8.0,93.0,13.0,0,32,32,11
253,2011-01-11,springer,2011,Jan,21,No,Tue,Yes,Caution,7.0,10.0,86.0,6.0,0,20,20,11
254,2011-01-11,springer,2011,Jan,22,No,Tue,Yes,Caution,7.0,9.0,93.0,7.0,1,28,29,11
255,2011-01-11,springer,2011,Jan,23,No,Tue,Yes,Caution,7.0,10.0,93.0,6.0,1,18,19,11
256,2011-01-12,springer,2011,Jan,0,No,Wed,Yes,Moderate,7.0,10.0,86.0,6.0,0,7,7,12
257,2011-01-12,springer,2011,Jan,1,No,Wed,Yes,Moderate,7.0,9.0,86.0,7.0,0,6,6,12
258,2011-01-12,springer,2011,Jan,2,No,Wed,Yes,Normal,6.0,8.0,86.0,9.0,0,1,1,12
259,2011-01-12,springer,2011,Jan,5,No,Wed,Yes,Normal,6.0,8.0,86.0,11.0,0,5,5,12
260,2011-01-12,springer,2011,Jan,6,No,Wed,Yes,Normal,5.0,8.0,93.0,9.0,0,16,16,12
261,2011-01-12,springer,2011,Jan,7,No,Wed,Yes,Normal,6.0,8.0,69.0,9.0,0,54,54,12
262,2011-01-12,springer,2011,Jan,8,No,Wed,Yes,Normal,7.0,8.0,59.0,11.0,3,125,128,12
263,2011-01-12,springer,2011,Jan,9,No,Wed,Yes,Normal,7.0,7.0,59.0,22.0,3,78,81,12
264,2011-01-12,springer,2011,Jan,10,No,Wed,Yes,Normal,7.0,9.0,55.0,15.0,0,39,39,12
265,2011-01-12,springer,2011,Jan,11,No,Wed,Yes,Normal,8.0,9.0,51.0,26.0,3,32,35,12
266,2011-01-12,springer,2011,Jan,12,No,Wed,Yes,Normal,8.0,8.0,47.0,32.0,3,52,55,12
267,2011-01-12,springer,2011,Jan,13,No,Wed,Yes,Normal,9.0,10.0,44.0,24.0,0,49,49,12
268,2011-01-12,springer,2011,Jan,14,No,Wed,Yes,Normal,8.0,9.0,47.0,22.0,0,44,44,12
269,2011-01-12,springer,2011,Jan,15,No,Wed,Yes,Normal,8.0,8.0,47.0,28.0,1,48,49,12
270,2011-01-12,springer,2011,Jan,16,No,Wed,Yes,Normal,9.0,10.0,44.0,22.0,5,63,68,12
271,2011-01-12,springer,2011,Jan,17,No,Wed,Yes,Normal,8.0,9.0,47.0,24.0,0,139,139,12
272,2011-01-12,springer,2011,Jan,18,No,Wed,Yes,Normal,8.0,8.0,47.0,32.0,2,135,137,12
273,2011-01-12,springer,2011,Jan,19,No,Wed,Yes,Normal,7.0,8.0,47.0,28.0,1,82,83,12
274,2011-01-12,springer,2011,Jan,20,No,Wed,Yes,Normal,7.0,7.0,50.0,22.0,2,54,56,12
275,2011-01-12,springer,2011,Jan,21,No,Wed,Yes,Normal,7.0,7.0,55.0,22.0,0,57,57,12
276,2011-01-12,springer,2011,Jan,22,No,Wed,Yes,Normal,7.0,6.0,55.0,30.0,1,32,33,12
277,2011-01-12,springer,2011,Jan,23,No,Wed,Yes,Normal,6.0,5.0,59.0,28.0,1,19,20,12
278,2011-01-13,springer,2011,Jan,0,No,Thr,Yes,Normal,6.0,6.0,59.0,19.0,1,6,7,13
279,2011-01-13,springer,2011,Jan,1,No,Thr,Yes,Normal,6.0,6.0,50.0,19.0,0,2,2,13
280,2011-01-13,springer,2011,Jan,2,No,Thr,Yes,Normal,6.0,6.0,50.0,24.0,0,2,2,13
281,2011-01-13,springer,2011,Jan,3,No,Thr,Yes,Normal,6.0,6.0,50.0,22.0,0,3,3,13
282,2011-01-13,springer,2011,Jan,4,No,Thr,Yes,Normal,6.0,6.0,50.0,17.0,0,4,4,13
283,2011-01-13,springer,2011,Jan,5,No,Thr,Yes,Normal,6.0,6.0,50.0,20.0,0,3,3,13
284,2011-01-13,springer,2011,Jan,6,No,Thr,Yes,Normal,5.0,8.0,54.0,9.0,0,28,28,13
285,2011-01-13,springer,2011,Jan,7,No,Thr,Yes,Normal,5.0,8.0,54.0,9.0,0,72,72,13
286,2011-01-13,springer,2011,Jan,8,No,Thr,Yes,Normal,6.0,7.0,50.0,13.0,5,197,202,13
287,2011-01-13,springer,2011,Jan,9,No,Thr,Yes,Normal,6.0,6.0,50.0,22.0,2,137,139,13
288,2011-01-13,springer,2011,Jan,10,No,Thr,Yes,Moderate,7.0,7.0,50.0,24.0,2,36,38,13
289,2011-01-13,springer,2011,Jan,11,No,Thr,Yes,Moderate,8.0,8.0,44.0,30.0,4,33,37,13
290,2011-01-13,springer,2011,Jan,12,No,Thr,Yes,Normal,8.0,8.0,44.0,28.0,3,49,52,13
291,2011-01-13,springer,2011,Jan,13,No,Thr,Yes,Normal,9.0,10.0,41.0,30.0,2,81,83,13
292,2011-01-13,springer,2011,Jan,14,No,Thr,Yes,Normal,9.0,10.0,41.0,26.0,3,39,42,13
293,2011-01-13,springer,2011,Jan,15,No,Thr,Yes,Normal,10.0,11.0,38.0,20.0,5,55,60,13
294,2011-01-13,springer,2011,Jan,16,No,Thr,Yes,Normal,10.0,11.0,38.0,24.0,2,76,78,13
295,2011-01-13,springer,2011,Jan,17,No,Thr,Yes,Normal,8.0,9.0,40.0,19.0,4,158,162,13
296,2011-01-13,springer,2011,Jan,18,No,Thr,Yes,Normal,8.0,9.0,40.0,22.0,3,141,144,13
297,2011-01-13,springer,2011,Jan,19,No,Thr,Yes,Normal,7.0,8.0,47.0,17.0,1,98,99,13
298,2011-01-13,springer,2011,Jan,20,No,Thr,Yes,Normal,7.0,8.0,47.0,15.0,0,64,64,13
299,2011-01-13,springer,2011,Jan,21,No,Thr,Yes,Normal,6.0,6.0,46.0,20.0,0,40,40,13
300,2011-01-13,springer,2011,Jan,22,No,Thr,Yes,Normal,6.0,6.0,46.0,22.0,0,30,30,13
301,2011-01-13,springer,2011,Jan,23,No,Thr,Yes,Normal,5.0,7.0,50.0,13.0,1,14,15,13
302,2011-01-14,springer,2011,Jan,0,No,Fri,Yes,Normal,5.0,7.0,50.0,13.0,0,14,14,14
303,2011-01-14,springer,2011,Jan,1,No,Fri,Yes,Normal,4.0,6.0,54.0,11.0,0,5,5,14
304,2011-01-14,springer,2011,Jan,2,No,Fri,Yes,Normal,4.0,6.0,54.0,9.0,0,1,1,14
305,2011-01-14,springer,2011,Jan,3,No,Fri,Yes,Normal,4.0,7.0,54.0,7.0,0,1,1,14
306,2011-01-14,springer,2011,Jan,5,No,Fri,Yes,Normal,4.0,7.0,54.0,6.0,0,8,8,14
307,2011-01-14,springer,2011,Jan,6,No,Fri,Yes,Normal,4.0,9.0,54.0,0.0,0,17,17,14
308,2011-01-14,springer,2011,Jan,7,No,Fri,Yes,Normal,4.0,6.0,74.0,11.0,0,70,70,14
309,2011-01-14,springer,2011,Jan,8,No,Fri,Yes,Normal,5.0,8.0,68.0,0.0,2,156,158,14
310,2011-01-14,springer,2011,Jan,9,No,Fri,Yes,Normal,6.0,8.0,69.0,9.0,0,117,117,14
311,2011-01-14,springer,2011,Jan,10,No,Fri,Yes,Normal,7.0,9.0,55.0,13.0,4,40,44,14
312,2011-01-14,springer,2011,Jan,11,No,Fri,Yes,Normal,7.0,8.0,51.0,19.0,6,47,53,14
313,2011-01-14,springer,2011,Jan,12,No,Fri,Yes,Normal,8.0,10.0,44.0,17.0,2,59,61,14
314,2011-01-14,springer,2011,Jan,13,No,Fri,Yes,Normal,9.0,10.0,37.0,26.0,4,73,77,14
315,2011-01-14,springer,2011,Jan,14,No,Fri,Yes,Normal,9.0,11.0,41.0,19.0,5,59,64,14
316,2011-01-14,springer,2011,Jan,15,No,Fri,Yes,Normal,10.0,12.0,38.0,11.0,9,59,68,14
317,2011-01-14,springer,2011,Jan,16,No,Fri,Yes,Normal,9.0,12.0,41.0,7.0,3,87,90,14
318,2011-01-14,springer,2011,Jan,17,No,Fri,Yes,Normal,9.0,11.0,41.0,11.0,4,155,159,14
319,2011-01-14,springer,2011,Jan,18,No,Fri,Yes,Normal,8.0,13.0,47.0,0.0,5,134,139,14
320,2011-01-14,springer,2011,Jan,19,No,Fri,Yes,Normal,7.0,10.0,59.0,6.0,3,89,92,14
321,2011-01-14,springer,2011,Jan,20,No,Fri,Yes,Normal,7.0,12.0,59.0,0.0,0,68,68,14
322,2011-01-14,springer,2011,Jan,21,No,Fri,Yes,Normal,7.0,11.0,69.0,0.0,4,48,52,14
323,2011-01-14,springer,2011,Jan,22,No,Fri,Yes,Moderate,7.0,11.0,69.0,0.0,2,34,36,14
324,2011-01-14,springer,2011,Jan,23,No,Fri,Yes,Moderate,7.0,12.0,55.0,0.0,1,26,27,14
325,2011-01-15,springer,2011,Jan,0,No,Sat,No,Normal,7.0,12.0,55.0,0.0,3,25,28,15
326,2011-01-15,springer,2011,Jan,1,No,Sat,No,Moderate,7.0,10.0,59.0,6.0,2,18,20,15
327,2011-01-15,springer,2011,Jan,2,No,Sat,No,Moderate,7.0,10.0,59.0,6.0,0,12,12,15
328,2011-01-15,springer,2011,Jan,3,No,Sat,No,Moderate,7.0,11.0,59.0,0.0,1,7,8,15
329,2011-01-15,springer,2011,Jan,4,No,Sat,No,Moderate,7.0,11.0,59.0,0.0,0,5,5,15
330,2011-01-15,springer,2011,Jan,5,No,Sat,No,Normal,7.0,11.0,59.0,0.0,0,1,1,15
331,2011-01-15,springer,2011,Jan,6,No,Sat,No,Normal,6.0,8.0,63.0,7.0,1,2,3,15
332,2011-01-15,springer,2011,Jan,7,No,Sat,No,Normal,6.0,11.0,63.0,0.0,1,9,10,15
333,2011-01-15,springer,2011,Jan,8,No,Sat,No,Normal,6.0,8.0,63.0,9.0,1,22,23,15
334,2011-01-15,springer,2011,Jan,9,No,Sat,No,Normal,7.0,9.0,64.0,9.0,2,31,33,15
335,2011-01-15,springer,2011,Jan,10,No,Sat,No,Normal,7.0,10.0,59.0,11.0,2,57,59,15
336,2011-01-15,springer,2011,Jan,11,No,Sat,No,Normal,8.0,10.0,55.0,15.0,18,54,72,15
337,2011-01-15,springer,2011,Jan,12,No,Sat,No,Normal,10.0,11.0,48.0,15.0,15,74,89,15
338,2011-01-15,springer,2011,Jan,13,No,Sat,No,Normal,11.0,13.0,38.0,20.0,21,80,101,15
339,2011-01-15,springer,2011,Jan,14,No,Sat,No,Normal,12.0,14.0,39.0,19.0,26,92,118,15
340,2011-01-15,springer,2011,Jan,15,No,Sat,No,Moderate,13.0,16.0,36.0,13.0,21,108,129,15
341,2011-01-15,springer,2011,Jan,16,No,Sat,No,Moderate,14.0,17.0,34.0,13.0,33,95,128,15
342,2011-01-15,springer,2011,Jan,17,No,Sat,No,Moderate,13.0,15.0,36.0,19.0,29,54,83,15
343,2011-01-15,springer,2011,Jan,18,No,Sat,No,Moderate,12.0,14.0,45.0,17.0,15,69,84,15
344,2011-01-15,springer,2011,Jan,19,No,Sat,No,Moderate,13.0,15.0,39.0,17.0,14,60,74,15
345,2011-01-15,springer,2011,Jan,20,No,Sat,No,Moderate,13.0,15.0,39.0,17.0,6,35,41,15
346,2011-01-15,springer,2011,Jan,21,No,Sat,No,Moderate,13.0,15.0,39.0,15.0,6,51,57,15
347,2011-01-15,springer,2011,Jan,22,No,Sat,No,Moderate,12.0,16.0,42.0,7.0,0,26,26,15
348,2011-01-15,springer,2011,Jan,23,No,Sat,No,Normal,12.0,14.0,45.0,19.0,5,39,44,15
349,2011-01-16,springer,2011,Jan,0,No,Sun,No,Normal,11.0,15.0,56.0,0.0,6,33,39,16
350,2011-01-16,springer,2011,Jan,1,No,Sun,No,Normal,11.0,14.0,56.0,9.0,4,19,23,16
351,2011-01-16,springer,2011,Jan,2,No,Sun,No,Normal,11.0,14.0,56.0,6.0,3,13,16,16
352,2011-01-16,springer,2011,Jan,3,No,Sun,No,Normal,9.0,14.0,69.0,0.0,9,6,15,16
353,2011-01-16,springer,2011,Jan,4,No,Sun,No,Normal,11.0,13.0,56.0,11.0,0,1,1,16
354,2011-01-16,springer,2011,Jan,5,No,Sun,No,Moderate,11.0,13.0,56.0,11.0,1,1,2,16
355,2011-01-16,springer,2011,Jan,6,No,Sun,No,Moderate,11.0,13.0,56.0,11.0,0,1,1,16
356,2011-01-16,springer,2011,Jan,7,No,Sun,No,Moderate,10.0,11.0,56.0,20.0,0,3,3,16
357,2011-01-16,springer,2011,Jan,8,No,Sun,No,Normal,9.0,11.0,55.0,19.0,0,18,18,16
358,2011-01-16,springer,2011,Jan,9,No,Sun,No,Normal,9.0,11.0,51.0,17.0,3,29,32,16
359,2011-01-16,springer,2011,Jan,10,No,Sun,No,Normal,9.0,11.0,51.0,19.0,8,71,79,16
360,2011-01-16,springer,2011,Jan,11,No,Sun,No,Normal,10.0,11.0,44.0,17.0,23,70,93,16
361,2011-01-16,springer,2011,Jan,12,No,Sun,No,Normal,10.0,11.0,41.0,19.0,29,75,104,16
362,2011-01-16,springer,2011,Jan,13,No,Sun,No,Normal,11.0,11.0,35.0,20.0,23,95,118,16
363,2011-01-16,springer,2011,Jan,14,No,Sun,No,Normal,11.0,14.0,36.0,17.0,22,69,91,16
364,2011-01-16,springer,2011,Jan,15,No,Sun,No,Normal,11.0,12.0,38.0,17.0,35,78,113,16
365,2011-01-16,springer,2011,Jan,16,No,Sun,No,Normal,10.0,11.0,38.0,15.0,22,77,99,16
366,2011-01-16,springer,2011,Jan,17,No,Sun,No,Normal,9.0,11.0,37.0,17.0,23,82,105,16
367,2011-01-16,springer,2011,Jan,18,No,Sun,No,Normal,8.0,11.0,40.0,11.0,11,56,67,16
368,2011-01-16,springer,2011,Jan,19,No,Sun,No,Normal,7.0,10.0,47.0,9.0,14,47,61,16
369,2011-01-16,springer,2011,Jan,20,No,Sun,No,Normal,7.0,10.0,47.0,11.0,7,50,57,16
370,2011-01-16,springer,2011,Jan,21,No,Sun,No,Normal,7.0,10.0,51.0,11.0,6,22,28,16
371,2011-01-16,springer,2011,Jan,22,No,Sun,No,Moderate,8.0,11.0,49.0,9.0,2,19,21,16
372,2011-01-16,springer,2011,Jan,23,No,Sun,No,Moderate,8.0,11.0,40.0,7.0,0,18,18,16
373,2011-01-17,springer,2011,Jan,0,Yes,Mon,No,Moderate,8.0,10.0,47.0,15.0,1,16,17,17
374,2011-01-17,springer,2011,Jan,1,Yes,Mon,No,Moderate,8.0,10.0,44.0,13.0,1,15,16,17
375,2011-01-17,springer,2011,Jan,2,Yes,Mon,No,Moderate,7.0,8.0,43.0,17.0,0,8,8,17
376,2011-01-17,springer,2011,Jan,3,Yes,Mon,No,Moderate,7.0,9.0,43.0,13.0,0,2,2,17
377,2011-01-17,springer,2011,Jan,4,Yes,Mon,No,Moderate,7.0,10.0,43.0,9.0,1,2,3,17
378,2011-01-17,springer,2011,Jan,5,Yes,Mon,No,Moderate,7.0,10.0,43.0,11.0,0,1,1,17
379,2011-01-17,springer,2011,Jan,6,Yes,Mon,No,Moderate,7.0,9.0,43.0,13.0,0,5,5,17
380,2011-01-17,springer,2011,Jan,7,Yes,Mon,No,Moderate,7.0,9.0,50.0,9.0,4,9,13,17
381,2011-01-17,springer,2011,Jan,8,Yes,Mon,No,Moderate,7.0,8.0,47.0,15.0,3,30,33,17
382,2011-01-17,springer,2011,Jan,9,Yes,Mon,No,Moderate,7.0,8.0,47.0,15.0,8,39,47,17
383,2011-01-17,springer,2011,Jan,10,Yes,Mon,No,Moderate,7.0,8.0,50.0,17.0,7,50,57,17
384,2011-01-17,springer,2011,Jan,11,Yes,Mon,No,Moderate,7.0,8.0,55.0,13.0,9,55,64,17
385,2011-01-17,springer,2011,Jan,12,Yes,Mon,No,Moderate,7.0,10.0,47.0,9.0,10,70,80,17
386,2011-01-17,springer,2011,Jan,13,Yes,Mon,No,Moderate,7.0,10.0,47.0,9.0,13,80,93,17
387,2011-01-17,springer,2011,Jan,14,Yes,Mon,No,Moderate,7.0,11.0,43.0,7.0,12,74,86,17
388,2011-01-17,springer,2011,Jan,15,Yes,Mon,No,Moderate,8.0,11.0,47.0,11.0,21,72,93,17
389,2011-01-17,springer,2011,Jan,16,Yes,Mon,No,Moderate,8.0,11.0,47.0,11.0,6,76,82,17
390,2011-01-17,springer,2011,Jan,17,Yes,Mon,No,Normal,8.0,10.0,51.0,13.0,4,67,71,17
391,2011-01-17,springer,2011,Jan,18,Yes,Mon,No,Moderate,7.0,8.0,55.0,17.0,7,85,92,17
392,2011-01-17,springer,2011,Jan,19,Yes,Mon,No,Caution,7.0,9.0,59.0,13.0,2,58,60,17
393,2011-01-17,springer,2011,Jan,20,Yes,Mon,No,Caution,7.0,8.0,80.0,13.0,4,29,33,17
394,2011-01-17,springer,2011,Jan,21,Yes,Mon,No,Caution,7.0,8.0,80.0,13.0,3,24,27,17
395,2011-01-17,springer,2011,Jan,22,Yes,Mon,No,Caution,6.0,6.0,93.0,17.0,0,13,13,17
396,2011-01-17,springer,2011,Jan,23,Yes,Mon,No,Caution,7.0,7.0,86.0,19.0,1,3,4,17
397,2011-01-18,springer,2011,Jan,12,No,Tue,Yes,Moderate,8.0,9.0,86.0,22.0,0,3,3,18
398,2011-01-18,springer,2011,Jan,13,No,Tue,Yes,Moderate,8.0,10.0,86.0,15.0,0,22,22,18
399,2011-01-18,springer,2011,Jan,14,No,Tue,Yes,Moderate,9.0,11.0,80.0,11.0,2,26,28,18
400,2011-01-18,springer,2011,Jan,15,No,Tue,Yes,Moderate,9.0,11.0,87.0,11.0,3,32,35,18
401,2011-01-18,springer,2011,Jan,16,No,Tue,Yes,Moderate,9.0,11.0,87.0,13.0,0,61,61,18
402,2011-01-18,springer,2011,Jan,17,No,Tue,Yes,Moderate,9.0,11.0,82.0,13.0,1,124,125,18
403,2011-01-18,springer,2011,Jan,18,No,Tue,Yes,Moderate,9.0,11.0,80.0,11.0,1,132,133,18
404,2011-01-18,springer,2011,Jan,19,No,Tue,Yes,Moderate,9.0,11.0,80.0,9.0,1,98,99,18
405,2011-01-18,springer,2011,Jan,20,No,Tue,Yes,Moderate,9.0,14.0,87.0,0.0,0,83,83,18
406,2011-01-18,springer,2011,Jan,21,No,Tue,Yes,Moderate,9.0,12.0,93.0,7.0,0,41,41,18
407,2011-01-18,springer,2011,Jan,22,No,Tue,Yes,Moderate,9.0,13.0,93.0,6.0,0,33,33,18
408,2011-01-18,springer,2011,Jan,23,No,Tue,Yes,Moderate,9.0,14.0,93.0,0.0,1,19,20,18
409,2011-01-19,springer,2011,Jan,0,No,Wed,Yes,Moderate,9.0,14.0,93.0,0.0,0,3,3,19
410,2011-01-19,springer,2011,Jan,1,No,Wed,Yes,Caution,9.0,11.0,93.0,9.0,1,6,7,19
411,2011-01-19,springer,2011,Jan,2,No,Wed,Yes,Caution,9.0,11.0,93.0,9.0,0,3,3,19
412,2011-01-19,springer,2011,Jan,4,No,Wed,Yes,Caution,9.0,11.0,93.0,9.0,1,1,2,19
413,2011-01-19,springer,2011,Jan,5,No,Wed,Yes,Moderate,9.0,13.0,93.0,6.0,0,7,7,19
414,2011-01-19,springer,2011,Jan,6,No,Wed,Yes,Moderate,9.0,13.0,93.0,6.0,0,32,32,19
415,2011-01-19,springer,2011,Jan,7,No,Wed,Yes,Moderate,10.0,13.0,92.0,7.0,1,89,90,19
416,2011-01-19,springer,2011,Jan,8,No,Wed,Yes,Moderate,10.0,13.0,93.0,7.0,1,196,197,19
417,2011-01-19,springer,2011,Jan,9,No,Wed,Yes,Moderate,10.0,13.0,93.0,7.0,2,107,109,19
418,2011-01-19,springer,2011,Jan,10,No,Wed,Yes,Moderate,11.0,14.0,93.0,9.0,1,46,47,19
419,2011-01-19,springer,2011,Jan,11,No,Wed,Yes,Moderate,11.0,15.0,87.0,6.0,5,47,52,19
420,2011-01-19,springer,2011,Jan,12,No,Wed,Yes,Moderate,12.0,16.0,81.0,6.0,5,65,70,19
421,2011-01-19,springer,2011,Jan,13,No,Wed,Yes,Normal,16.0,20.0,62.0,19.0,11,67,78,19
422,2011-01-19,springer,2011,Jan,14,No,Wed,Yes,Normal,16.0,20.0,58.0,17.0,7,68,75,19
423,2011-01-19,springer,2011,Jan,15,No,Wed,Yes,Normal,16.0,20.0,54.0,19.0,4,78,82,19
424,2011-01-19,springer,2011,Jan,16,No,Wed,Yes,Normal,16.0,20.0,58.0,26.0,10,94,104,19
425,2011-01-19,springer,2011,Jan,17,No,Wed,Yes,Normal,15.0,17.0,57.0,22.0,7,190,197,19
426,2011-01-19,springer,2011,Jan,18,No,Wed,Yes,Normal,14.0,16.0,61.0,19.0,5,156,161,19
427,2011-01-19,springer,2011,Jan,19,No,Wed,Yes,Normal,13.0,14.0,57.0,28.0,4,108,112,19
428,2011-01-19,springer,2011,Jan,20,No,Wed,Yes,Normal,13.0,15.0,49.0,20.0,2,74,76,19
429,2011-01-19,springer,2011,Jan,21,No,Wed,Yes,Normal,13.0,14.0,49.0,28.0,4,55,59,19
430,2011-01-19,springer,2011,Jan,22,No,Wed,Yes,Normal,12.0,15.0,52.0,11.0,6,53,59,19
431,2011-01-19,springer,2011,Jan,23,No,Wed,Yes,Normal,12.0,14.0,52.0,31.0,1,27,28,19
432,2011-01-20,springer,2011,Jan,0,No,Thr,Yes,Normal,11.0,11.0,56.0,26.0,5,8,13,20
433,2011-01-20,springer,2011,Jan,1,No,Thr,Yes,Normal,11.0,14.0,56.0,0.0,2,3,5,20
434,2011-01-20,springer,2011,Jan,2,No,Thr,Yes,Normal,11.0,14.0,56.0,0.0,0,2,2,20
435,2011-01-20,springer,2011,Jan,3,No,Thr,Yes,Normal,11.0,13.0,56.0,11.0,0,1,1,20
436,2011-01-20,springer,2011,Jan,4,No,Thr,Yes,Normal,11.0,13.0,56.0,11.0,0,1,1,20
437,2011-01-20,springer,2011,Jan,5,No,Thr,Yes,Normal,10.0,11.0,60.0,15.0,0,6,6,20
438,2011-01-20,springer,2011,Jan,6,No,Thr,Yes,Normal,9.0,11.0,60.0,15.0,0,35,35,20
439,2011-01-20,springer,2011,Jan,7,No,Thr,Yes,Normal,9.0,11.0,55.0,15.0,1,100,101,20
440,2011-01-20,springer,2011,Jan,8,No,Thr,Yes,Normal,9.0,11.0,55.0,19.0,2,247,249,20
441,2011-01-20,springer,2011,Jan,9,No,Thr,Yes,Moderate,10.0,11.0,52.0,15.0,3,140,143,20
442,2011-01-20,springer,2011,Jan,10,No,Thr,Yes,Normal,11.0,11.0,48.0,20.0,1,56,57,20
443,2011-01-20,springer,2011,Jan,11,No,Thr,Yes,Moderate,11.0,14.0,45.0,11.0,5,63,68,20
444,2011-01-20,springer,2011,Jan,12,No,Thr,Yes,Moderate,12.0,17.0,42.0,0.0,7,77,84,20
445,2011-01-20,springer,2011,Jan,13,No,Thr,Yes,Moderate,11.0,14.0,45.0,7.0,12,86,98,20
446,2011-01-20,springer,2011,Jan,14,No,Thr,Yes,Moderate,12.0,15.0,45.0,9.0,6,75,81,20
447,2011-01-20,springer,2011,Jan,15,No,Thr,Yes,Moderate,13.0,16.0,45.0,13.0,8,62,70,20
448,2011-01-20,springer,2011,Jan,16,No,Thr,Yes,Moderate,12.0,15.0,49.0,9.0,8,83,91,20
449,2011-01-20,springer,2011,Jan,17,No,Thr,Yes,Moderate,12.0,16.0,49.0,7.0,8,207,215,20
450,2011-01-20,springer,2011,Jan,18,No,Thr,Yes,Moderate,11.0,13.0,56.0,13.0,1,184,185,20
451,2011-01-20,springer,2011,Jan,19,No,Thr,Yes,Normal,11.0,11.0,56.0,22.0,6,146,152,20
452,2011-01-20,springer,2011,Jan,20,No,Thr,Yes,Moderate,11.0,12.0,60.0,19.0,2,124,126,20
453,2011-01-20,springer,2011,Jan,21,No,Thr,Yes,Moderate,10.0,11.0,60.0,17.0,3,54,57,20
454,2011-01-20,springer,2011,Jan,22,No,Thr,Yes,Moderate,10.0,11.0,65.0,19.0,0,56,56,20
455,2011-01-20,springer,2011,Jan,23,No,Thr,Yes,Moderate,10.0,11.0,65.0,22.0,3,28,31,20
456,2011-01-21,springer,2011,Jan,0,No,Fri,Yes,Moderate,10.0,11.0,70.0,17.0,1,20,21,21
457,2011-01-21,springer,2011,Jan,1,No,Fri,Yes,Moderate,10.0,11.0,70.0,17.0,0,6,6,21
458,2011-01-21,springer,2011,Jan,2,No,Fri,Yes,Caution,10.0,12.0,75.0,11.0,0,2,2,21
459,2011-01-21,springer,2011,Jan,3,No,Fri,Yes,Caution,9.0,11.0,80.0,20.0,0,1,1,21
460,2011-01-21,springer,2011,Jan,4,No,Fri,Yes,Moderate,9.0,13.0,87.0,6.0,0,1,1,21
461,2011-01-21,springer,2011,Jan,5,No,Fri,Yes,Normal,10.0,10.0,60.0,28.0,1,4,5,21
462,2011-01-21,springer,2011,Jan,6,No,Fri,Yes,Normal,9.0,11.0,55.0,17.0,0,27,27,21
463,2011-01-21,springer,2011,Jan,7,No,Fri,Yes,Normal,8.0,9.0,51.0,19.0,2,66,68,21
464,2011-01-21,springer,2011,Jan,8,No,Fri,Yes,Normal,8.0,9.0,47.0,22.0,7,210,217,21
465,2011-01-21,springer,2011,Jan,9,No,Fri,Yes,Normal,8.0,9.0,51.0,24.0,7,159,166,21
466,2011-01-21,springer,2011,Jan,10,No,Fri,Yes,Normal,8.0,8.0,47.0,31.0,6,57,63,21
467,2011-01-21,springer,2011,Jan,11,No,Fri,Yes,Normal,9.0,9.0,41.0,31.0,6,53,59,21
468,2011-01-21,springer,2011,Jan,12,No,Fri,Yes,Normal,9.0,9.0,27.0,32.0,11,67,78,21
469,2011-01-21,springer,2011,Jan,13,No,Fri,Yes,Normal,8.0,8.0,21.0,32.0,8,65,73,21
470,2011-01-21,springer,2011,Jan,14,No,Fri,Yes,Normal,8.0,8.0,25.0,32.0,6,56,62,21
471,2011-01-21,springer,2011,Jan,15,No,Fri,Yes,Normal,7.0,6.0,26.0,30.0,4,61,65,21
472,2011-01-21,springer,2011,Jan,16,No,Fri,Yes,Normal,7.0,7.0,26.0,24.0,0,97,97,21
473,2011-01-21,springer,2011,Jan,17,No,Fri,Yes,Normal,6.0,6.0,28.0,24.0,10,151,161,21
